id,nombre,tipo,tipo_normalizado,nom_mapa,sede,direccion,telefono,e_mail,facebook,web,actividades,instalaciones,calle,altura,direccion_normalizada,barrio,comuna,long,lat
218,CLUB SOCIAL Y DEPORTIVO GENERAL PUEYRREDON,CLUB DE BARRIO,club_de_barrio,Club Social Y Deportivo General Pueyrredon,,Zuviria 2921,S/T,,,,"baby, pesas, yoga, basquet",1 cancha - 1 salon,ZUVIRIA,2921,ZUVIRIA 2921,Flores,Comuna 7,-58.458897,-34.645029
238,CLUB SOCIAL Y DEPORTIVO JUVENTUD DE DEVOTO,CLUB DE BARRIO,club_de_barrio,Club Social Y Deportivo Juventud De Devoto,,Bermudez 2366,4566-5212,clubjuventud@ubbi.com,,,"baby, patin, gimnasia deportiva, artes marciales, salsa, ajedrez","biblioteca, 2 canchas, 2 salones",BERMUDEZ,2366,BERMUDEZ 2366,Monte Castro,Comuna 10,-58.512540,-34.617171
243,CLUB SOCIAL Y DEPORTIVO LEOPARDI,CLUB DE BARRIO,club_de_barrio,Club Social Y Deportivo Leopardi,,Cajaravilla 4980,4635-2629,,,,"baby fútbol, boxeo,",1 cancha - 2 salones,CAJARAVILLA,4980,CAJARAVILLA 4980,Villa Luro,Comuna 10,-58.496545,-34.640903
15,CLUB SOCIAL Y DEPORTIVO LIBERAL DE NUEVA CHICAGO,CLUB DE BARRIO,club_de_barrio,Club Social Y Deportivo Liberal De Nueva Chicago,,Carhue 2855/77,4686-6151,,,,"Baby, patin, artes marciales, gimnasia, gimnasia deportiva, pelota paleta, yoga. Actividades culturales.",2 canchas (1 de pelota-paleta) - 1 salon,CARHUE,2855,CARHUE 2855,Mataderos,Comuna 9,-58.501713,-34.667908
219,CLUB SOCIAL Y DEPORTIVO NUEVA ESTRELLA,CLUB DE BARRIO,club_de_barrio,Club Social Y Deportivo Nueva Estrella,,Santander 4601,4602-6731,clubnuevaestrella@yahoo.com.ar  -  nuevaestrella@yahoo.com.ar,,,"baby, futsal",2 canchas - 1 salon,SANTANDER,4601,SANTANDER 4601,Villa Lugano,Comuna 8,-58.474411,-34.663140
258,CLUB SOCIAL Y DEPORTIVO PINOCHO,CLUB DE BARRIO,club_de_barrio,Club Social Y Deportivo Pinocho,,Manuela Pedraza 5139,4541-5909,pinocho@overnet.com.ar, clubpinocho@hotmail.com,,,"basquet, baby, futsal, gimnasia, karate, patin, voley, natacion, pilates",gimansio - canchas fútbol 5 - natatorio,"PEDRAZA, MANUELA",False,"PEDRAZA, MANUELA 5139",Villa Urquiza, , 
230,CLUB SOCIAL Y DEPORTIVO SOL DEL PLATA ANEXO BIBLIOTECA BARTOLOME MITRE,CLUB DE BARRIO,club_de_barrio,Club Social Y Deportivo Sol Del Plata Anexo Biblioteca Bartolome Mitre,,Araujo 1879,,,,,baby,1 cancha - 1salon,ARAUJO,1879,ARAUJO 1879,Mataderos,Comuna 9,-58.487807,-34.654641
229,CLUB SOCIAL Y DEPORTIVO SOL DE MAYO,CLUB DE BARRIO,club_de_barrio,Club Social Y Deportivo Sol De Mayo,,Oliden 1947,4687-1584,,,,"baby fútbol, artes marciales",1 cancha - 3 salones,OLIDEN,1947,OLIDEN 1947,Mataderos,Comuna 9,-58.499376,-34.656959
214,CLUB SOCIAL Y DEPORTIVO UNION MARCHIGIANA,CLUB DE BARRIO,club_de_barrio,Club Social Y Deportivo Union Marchigiana,,Nicasio Oroño 457,4431-4800,,,,"tenis de mesa, taekwondo, karate, aikido, baby, patin artistico, gimnasia deportiva",1cancha - 1 salon,"OROÑO, NICASIO",457,"OROÑO, NICASIO 457",Caballito,Comuna 6,-58.451800,-34.618693
203,CLUB SPORTIVO BARRACAS BOLIVAR,CLUB DE BARRIO,club_de_barrio,Club Sportivo Barracas Bolivar,,Iriarte 2056,4302-8536 / 8576,prensa@sportivobarracas.com.ar,FACEBOOK.COM/SBARRACAS,www.sportivobarracas.com.ar,"futsal, patin, gimnasia deportiva, taekwondo, danzas arabes, natacion",2 canchas - 3 salones - natatorio,"IRIARTE, GRAL.",2056,"IRIARTE, GRAL. 2056",Barracas,Comuna 4,-58.376156,-34.648828
204,CLUB SPORTIVO PEREYRA,CLUB DE BARRIO,club_de_barrio,Club Sportivo Pereyra,,Alvarado 2785,4301-9133,,,,"baby, gimnasia deportiva",1 cancha - 2 salones,ALVARADO,2785,ALVARADO 2785,Barracas,Comuna 4,-58.385387,-34.648032
9,CLUB UNIDOS DE POMPEYA,CLUB DE BARRIO,club_de_barrio,Club Unidos De Pompeya,,Saenz 871,,,,,,salon - natatorio,SAENZ AV.,871,SAENZ AV. 871,Nueva Pompeya,Comuna 4,-58.416475,-34.650352
289,CLUB UNIVERSITARIO BUENOS AIRES,CLUB,club,Club Universitario Buenos Aires,SEDE NUÑEZ,Av. Cantilo 3215,4703-4610 ó 4703-4611,,,www.cuba.org.ar,"Tenis, Gimnasia, Náutica, Futbol, Futbol 11 Juvenil, Curso de Timonel.",Amarraderos.,Padre Canavery,1301,PADRE CANAVERY 1301,Nuñez,Comuna 13,-58.455312,-34.540821
271,CLUB UNIVERSITARIO BUENOS AIRES,CLUB,club,Club Universitario Buenos Aires,SEDE PALERMO,Av. Figueroa Alcorta y Belisario Roldán.,4774-5476 ó 4776-2992,,,www.cuba.org.ar,"Natación, Gimnasia, Pelota a Paleta, TaekwonDo,  Tenis, Squash, Paddle, Sala de Nautilus (Gimnasio de Pesas y aparatos), Esgrima (No se están dando clases),","natatorio, 3 canchas de tenis, cancha cerrada de pelota, 2 canchas abiertas de pelota, gimnasio, vestuarios para socios y damas, bar, restaurante y oficina médica.","FIGUEROA ALCORTA, PRES. AV.",,"FIGUEROA ALCORTA, PRES. AV. y ROLDAN, BELISARIO AV.",Palermo,Comuna 14,-58.417963,-34.566739
270,CLUB UNIVERSITARIO BUENOS AIRES,CLUB,club,Club Universitario Buenos Aires,SEDE CENTRAL,Viamonte 1560,"4375-4360, lineas rotativas",,,www.cuba.org.ar,"fútbol, squash, box, yudo, taekwondo, pelota paleta, natación, gimnasia, complemento de pesas , esgrima, básquet y yoga, conferencias, conciertos.",natatorio - Biblioteca - salon comedor,VIAMONTE,1560,VIAMONTE 1560,San Nicolas,Comuna 1,-58.388984,-34.600724
6,CLUB VECINAL Y DEPORTIVO DEFENSORES DE CERVANTES,CLUB DE BARRIO,club_de_barrio,Club Vecinal Y Deportivo Defensores De Cervantes,,Cervantes  1734,4648-4277,,,,"baby fútbol, futsal, patin, artes marciales,yoga. Actividades. Culturales.",1 cancha - 2 salones,CERVANTES,1734,CERVANTES 1734,Monte Castro,Comuna 10,-58.507363,-34.623288
259,CLUB VIENTO NORTE,CLUB DE BARRIO,club_de_barrio,Club Viento Norte,,Mariano Acha 3743,4541-5187,,,,"Artes marciales, danza. Actividades culturales.",,"ACHA, MARIANO, GRAL.",3743,"ACHA, MARIANO, GRAL. 3743",Saavedra,Comuna 12,-58.489105,-34.557995
297,CLUB VIRGEN DEL CARMEN,CLUB DE BARRIO,club_de_barrio,Club Virgen Del Carmen,CENTRAL,Av. Eva Perón 6378,4601-0423,,,,"Hockey, fútbol, fútbol femenino, Chaiu Do Kwan, Boxeo Maitai",,Av. Eva Perón ,6378,"PERON, EVA AV. 6378",Villa Lugano,Comuna 8,-58.492691,-34.667045
141,COLEGIALES,CLUB DE BARRIO,club_de_barrio,Colegiales,UNICA,Teodoro Garcia 2856/60,4551-5193,,CLUB DYSCOLEGIALES,www.clubdyscolegiales.com.ar  y  twitter: @ccolegiales,"Básquet, artes marciales (taekwondo, karate, aikido), capoeira, danza, ajedrez, natación, yoga. Actividades culturales.","gimnasio, canchas, salones,resto de basket","GARCIA, TEODORO",2856,"GARCIA, TEODORO 2856",Colegiales,Comuna 13,-58.448517,-34.573664
207,CRESPO JUNIORS,CLUB DE BARRIO,club_de_barrio,Crespo Juniors,,Tabare 1931,4919-5985,,,,baby fútbol,"2 canchas de 100x70, que las alquilan - 2 canchas de baby para campeonatos de baby y FEFI - 1 salon - 1 quincho y 1 buffet",TABARE,1931,TABARE 1931,Nueva Pompeya,Comuna 4,-58.428597,-34.655535
42,DAOM,CLUB,club,Daom,UNICA,Varela 1802,4633-2583,,CLUB DAOM,www.daom.com.ar,"Tenis, Vóley, Rugby, Hockey s/cesped, Patín artístico, Béisbol, Natación femenino y masculino. Colonia de vacaciones.",gimnasios - salones - natatorios - canchas - quinchos,VARELA AV.,1802,VARELA AV. 1802,Flores,Comuna 7,-58.449207,-34.647257
180,DARLING,CLUB DE BARRIO,club_de_barrio,Darling,UNICA,Brasil 50,4362-3818,info@darlingtennisclub.com.ar,Darling Tennis Club,www.darlingtennisclub.com.ar,tenis - natacion - gimnasio,13 canchas de tenis - Natatorio,BRASIL AV.,50,BRASIL AV. 50,Boca,Comuna 4,-58.364781,-34.625217
147,DEPORTIVO BUENOS AIRES,CLUB DE BARRIO,club_de_barrio,Deportivo Buenos Aires,UNICA,Pedernera 939,4619-1829  4637-1839,,,,"Baby, futsal, patín, taekwondo, gimnasia deportiva, tai chi chuan, patín artístico, fútbol competitivo infantil, danza. Actividades culturales.",2 canchas - 3 salones - biblioteca,PEDERNERA,939,PEDERNERA 939,Flores,Comuna 7,-58.457314,-34.639285
52,DEPORTIVO MORAN,CLUB DE BARRIO,club_de_barrio,Deportivo Moran,UNICA,Pedro Moran 2446/52,4571-4031,,CLUB MORAN,www.clubmoran.com.ar,"Baby fútbol, papi fútbol, patin, tango, ajedrez.",salon - cancha,"MORAN, PEDRO",2446,"MORAN, PEDRO 2446",Agronomia,Comuna 15,-58.491102,-34.589612
167,DEPORTIVO PARQUE,CLUB DE BARRIO,club_de_barrio,Deportivo Parque,UNICA,Marcos Sastre 3268,4501-8730,clubsocialparque@hotmail.com,,,"artes marciales, fútbol 5",Instalaciones en remodelación.,"SASTRE, MARCOS",3268,"SASTRE, MARCOS 3268",Villa Del Parque,Comuna 11,-58.492624,-34.606143
112,DEPROP,CLUB DE BARRIO,club_de_barrio,Deprop,UNICA,Rivadavia 3777,4981-9867 / 4982-3385,,ESCUELA DE PELOTA PALETA DEPROP,,"Pelota Paleta competitiva y recreativa (niños, jóvenes y mujeres), Taekwondo (ambos sexos, todas las edades), Gimnasio con aparatos y Gimnasia para damas.",cancha - gimnasio - salones,RIVADAVIA AV.,3777,RIVADAVIA AV. 3777,Almagro,Comuna 5,-58.419429,-34.611019
250,DEVOTO OESTE ASOCIACION DE FOMENTO Y BIBLIOTECA POPULAR,CLUB DE BARRIO,club_de_barrio,Devoto Oeste Asociacion De Fomento Y Biblioteca Popular,,Bermudez  3351,4568-4837,,,,"gimnasia, gimnasia artistica, artes marciales, yoga, folklore, tango",3 salones,BERMUDEZ,3351,BERMUDEZ 3351,Villa Devoto,Comuna 11,-58.521478,-34.610241
26,DEVOTO SOCIAL ALLENDE,CLUB DE BARRIO,club_de_barrio,Devoto Social Allende,UNICA,Melincue 4656,4566-8557,,,,"baby fútbol, pelota paleta, gimnasia, gimnasia deportiva, taekwondo, pilates, patín, yoga",canchas - salon - biblioteca - natatorio,MELINCUE,4656,MELINCUE 4656,Villa Devoto,Comuna 11,-58.510468,-34.612893
185,DOMINGO FAUSTINO SARMIENTO,CLUB DE BARRIO,club_de_barrio,Domingo Faustino Sarmiento,UNICA,Av. Intendente Francisco Rabanal 2375,4919-3104,,,,baby fútbol - futsal - patin - gimnasia ritmica - judo - taebo - danzas arabes - bochas (web) - billar - juegos de salon - auriculoterapia - fiestas danzantes,2 canchas - 1 salon - biblioteca,"RABANAL, FRANCISCO, INTENDENTE AV.",2375,"RABANAL, FRANCISCO, INTENDENTE AV. 2375",Villa Soldati,Comuna 8,-58.429917,-34.660033
53,EL ALBA,CLUB DE BARRIO,club_de_barrio,El Alba,UNICA,J. V. Gonzalez 2469/75,4568-8864,clubalba@yahoo.com.ar,,,"gimnasia, artes marciales (taekwondo y kung fu), danza, patin artistico, fútbol, escuela de voley, proximamente escuela de boxeo.",,"GONZALEZ, JOAQUIN V.",2469,"GONZALEZ, JOAQUIN V. 2469",Villa Del Parque,Comuna 11,-58.498881,-34.610530
193,ELEVACION,CLUB DE BARRIO,club_de_barrio,Elevacion,UNICA,Corrales 3236,,,,,"Ajedrez jovenes y adultos, billar jovenes y adultos,  juegos de salon niños jovenes y adultos,  gimnasia niños y jovenes, adultos y adultos mayores. Yoga jovenes, adultos y adultos mayores . Tango. Actividades culturales.",SALONES - ESCENARIO,CORRALES,3236,CORRALES 3236,Villa Soldati,Comuna 8,-58.441640,-34.663810
151,EL IDEAL,CLUB DE BARRIO,club_de_barrio,El Ideal,UNICA,Montiel 5142,4601-1682,elidealmail@gmail.com - clubelideal@hotmail.com,,,"Escuela de fútbol, FUTSAL, Patín artístico, Gimnasia rítmica, Capoeira, Taekwondo, Kick boxing, Jiu Jit Su, Boxeo, Muay Thai, Danzas árabes, Aerobic, Tango y Salsa. Actividades culturales.",1 cancha - 3 salones,MONTIEL,5142,MONTIEL 5142,Villa Riachuelo,Comuna 8,-58.477458,-34.688441
181,EL TABANO,CLUB DE BARRIO,club_de_barrio,El Tabano,UNICA,Romulo Naon 3029,4544-6193,,"Club social y deportivo El Tabano""""",www.clubeltabano.com.ar,"Gimnasia, Ajedrez, Acrobacia, Danza, Gimnasia Artística y Rítmica, Salsa, Tango, Ritmos Latinos, Árabe, Hip Hop, Reggeaton.",,"NAON, ROMULO",3029,"NAON, ROMULO 3029",Coghlan,Comuna 12,-58.477650,-34.561466
120,EL TALAR,CLUB DE BARRIO,club_de_barrio,El Talar,UNICA,Nueva York 2944/60,4574-1918,clubeltalar@gmail.com  -  clubeltalar@yahoo.com.ar,,,"Basquet masculino y femenino (recreativo y federado desde infantiles hasta veteranos), Fútbol masculino (recreativo y federado desde infantiles hasta veteranos), Patín artístico femenino, Taekwondo (todas las edades), Fitness, Pilates y Gimnasio de musculación.",canchas - salon,NUEVA YORK,2944,NUEVA YORK 2944,Agronomia,Comuna 15,-58.498166,-34.591844
300,ENTRENAR POR LA VIDA,CLUB DE BARRIO,club_de_barrio,Entrenar Por La Vida,UNICA,Camilo Torres 2081,4633-6439,,Gimnasio Jesus Romero E Hijos,www.gimnasiojesusromero.com.ar,"Boxeo, fútbol infantil y mayores, aeróbica, educación física.
",,CAMILO TORRES,2081,"TORRES Y TENORIO, PRES. 2081",Flores,Comuna 7,-58.440433,-34.644554
130,EROS,CLUB DE BARRIO,club_de_barrio,Eros,UNICA,Uriarte 1609,4832-1313,,,,"baby, artes marciales, voley",1 cancha - 2 salones,URIARTE,1609,URIARTE 1609,Palermo,Comuna 14,-58.431845,-34.587365
95,ESTRELLA DE BOEDO,CLUB DE BARRIO,club_de_barrio,Estrella De Boedo,UNICA,Constitucion 4151,4921-9310,estrelladeboedo@yahoo.com.ar,CLUB ESTRELLA DE BOEDO,www.estrelladeboedo.com,"Baby, futsal, básquet, voley, gimnasia, gimnasia deportiva, hándbol, patín, futsal para chicos con capacidades especiales. Actividades culturales.",biblioteca - canchas - salon - natatorio,CONSTITUCION,4151,CONSTITUCION 4151,Boedo,Comuna 5,-58.422969,-34.628894
46,ESTUDIANTES DEL NORTE,CLUB DE BARRIO,club_de_barrio,Estudiantes Del Norte,UNICA,Holmberg 4070/78,4546-0344,estudiantesdn@gmail.com,Club Estudiantes Del Norte,www.estudiantesdelnorte.com.ar,"Fútbol (escuelita y competición), Taekwondo, Patín artístico, Yoga, Boxeo (actividad gratuita) y Vóley recreativo (actividad gratuita). Actividades culturales.",cancha fútbol 5 - salon,HOLMBERG,4070,HOLMBERG 4070,Saavedra,Comuna 12,-58.488038,-34.554290
62,EXCURSIONISTAS,CLUB,club,Excursionistas,UNICA,La Pampa 1376,4788-8007 sandra administrativa,,Club-Atletico-Excursionistas,www.excursionistas.org.ar,"Patin artistico, fútbol femenino, baby fútbol, boxeo,futsal federado AFA, Tenis.",Natatorios,LA PAMPA,1376,LA PAMPA 1376,Belgrano,Comuna 13,-58.443378,-34.558497
183,EXPRESO DE BARILOCHE,CLUB DE BARRIO,club_de_barrio,Expreso De Bariloche,UNICA,Jose Leon Suarez 2472/76,S/T,,,,,Cancha de Futbol - Cancha de Bochas - Pista para Automodelismo - Buffet,"SUAREZ, JOSE LEON",2472,"SUAREZ, JOSE LEON 2472",Mataderos,Comuna 9,-58.509879,-34.665016
182,FENIX CLUB,CLUB DE BARRIO,club_de_barrio,Fenix Club,UNICA,Vallejos 4516,4501-5945,clubfenixdevoto@hotmail.com,FENIX DEVOTO,www.tenisdemesa.fenixdevoto.com.ar,"Escuela de Fútbol recreativa y competitiva infantil para niños de 3 a 14 años. Danza Jazz y Clásico para todas las edades, Ritmos latinos para todas las edades, Taekwondo infantil, Boxeo recreativo para adolescentes y adultos, Kung Fu y Tai Chi para adultos y Tenis de mesa para todas las edades. Actividades culturales","Sum de 6x4, solar que se usa como cancha de fútbol y basquet, cancha de bochas, dos SUM mas.",VALLEJOS,4516,VALLEJOS 4516,Villa Devoto,Comuna 11,-58.521070,-34.600394
77,FLORES CLUB,CLUB DE BARRIO,club_de_barrio,Flores Club,UNICA,Quirno 947,4612-0894,floresclub@argentina.com.ar,,,"Futsal, baby, patin, gimnasia deportiva, danza, artes marciales y yoga.",cancha - salones,QUIRNO,947,QUIRNO 947,Flores,Comuna 7,-58.464205,-34.642569
301,FLORESTA RUGBY CLUB,CLUB DE BARRIO,club_de_barrio,Floresta Rugby Club,,Lacarra 1257,6632-1332,,Floresta Rugby Club,www.florestarugbyclub.com.ar,"Rugby
",,LACARRA AV.,1257,LACARRA AV. 1257,Parque Avellaneda,Comuna 9,-58.474224,-34.645812
133,FRANJA DE ORO,CLUB DE BARRIO,club_de_barrio,Franja De Oro,UNICA,Av. Amancio Alcorta 4007,4911-1566/ 4912-0965,correo@clubfranjadeoro.com.ar,Franja de Oro,www.clubfranjadeoro.com.ar,"Taekwondo, gimnasia deportiva, gimnasia, patín, fisicoculturismo, baby, futsal, yoga, arquería, padel, pesca deportiva, salsa y merengue, natación y yudo. Actividades culturales.",3 canchas-3 salones- natatorio,"ALCORTA, AMANCIO AV.",4007,"ALCORTA, AMANCIO AV. 4007",Nueva Pompeya,Comuna 4,-58.415176,-34.656064
132,FRANJA DE ORO,CLUB DE BARRIO,club_de_barrio,Franja De Oro,UNICA,Av. Amancio Alcorta 3950,4911-1566/ 4912-0965,correo@clubfranjadeoro.com.ar,Franja de Oro,www.clubfranjadeoro.com.ar,"Taekwondo, gimnasia deportiva, gimnasia, patín, fisicoculturismo, baby, futsal, yoga, arquería, padel, pesca deportiva, salsa y merengue, natación y yudo. Actividades culturales.",3 canchas-3 salones- natatorio,"ALCORTA, AMANCIO AV.",3950,"ALCORTA, AMANCIO AV. 3950",Nueva Pompeya,Comuna 4,-58.414494,-34.656077
146,FUNDACION NUEVA GENERACION DEL DEPORTE,CLUB DE BARRIO,club_de_barrio,Fundacion Nueva Generacion Del Deporte,CENTRAL,Av. Juan Bautista Alberdi 4563,4924-8387/1323,,,,"baby, basquet, patin,gimn",2 canchas - 1 salon - biblioteca,"ALBERDI, JUAN BAUTISTA AV.",4563,"ALBERDI, JUAN BAUTISTA AV. 4563",Villa Luro,Comuna 10,-58.490313,-34.642410
145,FUNDACION NUEVA GENERACION DEL DEPORTE,CLUB DE BARRIO,club_de_barrio,Fundacion Nueva Generacion Del Deporte,ANEXO,Quintino Bocayuva 1241,4924-8387/1323,,,,"baby, basquet, patin,gimn",2 canchas - 1 salon - biblioteca,"BOCAYUVA, QUINTINO",1241,"BOCAYUVA, QUINTINO 1241",Boedo,Comuna 5,-58.421084,-34.628287
154,GENERAL LAMADRID,CLUB DE BARRIO,club_de_barrio,General Lamadrid,UNICA,Desaguadero 3120,4567-6239,caglamadrid@caglamadrid.com.ar,Club Atlético General Lamadrid,,"baby, futsal, patin, handbol, voley, fútbol (AFA)",4 canchas - 1 natatorio - 3 salones,DESAGUADERO,3120,DESAGUADERO 3120,Villa Devoto,Comuna 11,-58.514699,-34.612874
76,GIMNASIO CHACABUCO,CLUB DE BARRIO,club_de_barrio,Gimnasio Chacabuco,UNICA,Miro 750/58,4432-5575 de 14 a 22 hs,clubgimnasiochacabuco@yahoo.com.ar,CLUB CHACABUCO,www.clubgchacabuco.com.ar,"Futsal juveniles, reserva, mayores - baby - Patín - Gimdance (nenas y adolescentes), Guitarra para menores, Taekwondo, Yoga, Teatro infantil (taller), salsa, Kendo, bachata, sipalki, boxeo, fútbol, Escuela de fútbol: Federados, participan en FEFI y FAFI (menores), gimnasia aero localizada, aikido, balroom, gimnasio musculación",Canchas - Salón,MIRO,750,MIRO 750,Parque Chacabuco,Comuna 7,-58.446103,-34.631939
140,GIOVANNI GENTILE,CLUB DE BARRIO,club_de_barrio,Giovanni Gentile,UNICA,Juan A. Garcia 5270,4568-2588   y   4566-8448,giovannigentile@fibertel.com.ar,,,"Gimnasia, tango, ajedrez, taekwondo, ping pong, yoga. Actividades culturales.",2 salones - 1 cancha (bochas),"GARCIA, JUAN AGUSTIN",5270,"GARCIA, JUAN AGUSTIN 5270",Velez Sarsfield,Comuna 10,-58.506808,-34.627209
83,GLORIAS ARGENTINAS,CLUB DE BARRIO,club_de_barrio,Glorias Argentinas,UNICA,Bragado 6875,4687-8576,,Club-Glorias-Argentinas-Futbol-Infantil    y    Club-Glorias-Argentinas,www.clubgloriasargentinas.com,"Baby fútbol, futsal, gimnasia deportiva, voley, taekwondo, tango, salsa, merengue",canchas - salon,BRAGADO,6875,BRAGADO 6875,Mataderos,Comuna 9,-58.509886,-34.659277
8,GOLF CLUB JOSE JURADO,CLUB,club,Golf Club Jose Jurado,,Av. Roca 5025,4605-4706,,,,golf,campo de golf,"ROCA, CNEL. AV.",5025,"ROCA, CNEL. AV. 5025",Villa Lugano,Comuna 8,-58.452897,-34.682047
157,GON,CLUB DE BARRIO,club_de_barrio,Gon,ANEXO DEPORTIVO,Cochabamba 3750,4921-2364/0853,circulosunidosgon@gmail.com,CIRCULOSUNIDOSGONOFICIAL,www.circulosunidosgonoficial.com.ar,"Baby fútbol, fútbol femenino, futsal, yoga, danzas folklóricas, tango, salsa y merengue, rollers. Actividades culturales.",biblioteca - 2 salones - 1 cancha,COCHABAMBA,3750,COCHABAMBA 3750,Boedo,Comuna 5,-58.417935,-34.627224
156,GON,CLUB DE BARRIO,club_de_barrio,Gon,CENTRAL,Avda. Pavon 3916/18,4921-2364/0853,circulosunidosgon@gmail.com,CIRCULOSUNIDOSGONOFICIAL,www.circulosunidosgonoficial.com.ar,"Baby fútbol, fútbol femenino, futsal, yoga, danzas folklóricas, tango, salsa y merengue, rollers. Actividades culturales.",biblioteca - 2 salones - 1 cancha,PAVON AV.,3916,PAVON AV. 3916,Boedo,Comuna 5,-58.419568,-34.630672
266,HARRODS GATH Y CHAVES CLUB,CLUB,club,Harrods Gath Y Chaves Club,,Virrey del Pino 1480,4783-5864,info@clubharrods.com.ar,,,"tenis, basket, fútbol, badminton, voley, patin, gimnasia, hockey sobre cesped y patines, taekwondo, tenis de mesa, voley",cancha fútbol 11 - playon - 2 salones - gimasio - canchas de tenis - natatorio,"PINO, VIRREY DEL",1480,"PINO, VIRREY DEL 1480",Belgrano,Comuna 13,-58.442718,-34.560940
155,HOMERO MANZI,CLUB DE BARRIO,club_de_barrio,Homero Manzi,UNICA,Beauchef 1050,4922-3588,clubhomeromanzi@hotmail.com,,,"fútbol, patin, natacion, fútbol femenino, taekwondo",2 natatorios - 3 canchas,BEAUCHEF,1050,BEAUCHEF 1050,Parque Chacabuco,Comuna 7,-58.431837,-34.629664
137,IMPERIO JUNIORS,CLUB DE BARRIO,club_de_barrio,Imperio Juniors,UNICA,Cesar Diaz 3047,4581-8682 / 4585-0833,clubimperiojuniors@hotmail.com,,www.clubimperio.com.ar,"Básquet, boxeo, buceo, yoga, gimnasia aeróbica, gimnasia artística y acrobática, waterpolo, natación, aquagym, aguas abiertas, pileta libre, iniciación deportiva, patín, voley veteranos, artes marciales, tango, folklore.","biblioteca, 5 canchas, 3 salones, natatorio climatizado","DIAZ, CESAR, GRAL.",3047,"DIAZ, CESAR, GRAL. 3047",Villa Santa Rita,Comuna 11,-58.481029,-34.615427
79,ISLANDIA,CLUB DE BARRIO,club_de_barrio,Islandia,UNICA,Nuñez 5566,S/T,,,,"Gimnasia, karate, futsal, tango, murga, canotaje.",cancha - salon,NUÑEZ,5566,NUÑEZ 5566,Villa Urquiza,Comuna 12,-58.497582,-34.565836
105,ITALIANO,CLUB DE BARRIO,club_de_barrio,Italiano,ANEXO deportivo,Av. Riestra 2770,,clubitaliano@clubitaliano.com.ar,Club Italiano - Buenos Aires Liga deportiva,www.clubitaliano.com.ar,"Básquet, fútbol, gimnasia artística, gimnasia rítmica, hockey, judo, natación, pelota paleta, iniciación deportiva, rugby, tenis, vóley, yoga, kendo, sipalki, taekwondo, danzas árabes, folklore. Actividades culturales. Colonia de vacaciones.",canchas - salones - natatorio,RIESTRA AV.,2770,RIESTRA AV. 2770,Villa Soldati,Comuna 8,-58.446088,-34.652461
104,ITALIANO,CLUB DE BARRIO,club_de_barrio,Italiano,CENTRAL Sede social,Av. Rivadavia 4731,4901-1061/63,clubitaliano@clubitaliano.com.ar,Club Italiano - Buenos Aires Liga deportiva,www.clubitaliano.com.ar,"Básquet, fútbol, gimnasia artística, gimnasia rítmica, hockey, judo, natación, pelota paleta, iniciación deportiva, rugby, tenis, vóley, yoga, kendo, sipalki, taekwondo, danzas árabes, folklore. Actividades culturales. Colonia de vacaciones.",canchas - salones - natatorio,RIVADAVIA AV.,4731,RIVADAVIA AV. 4731,Caballito,Comuna 6,-58.432284,-34.616356
21,JORGE NEWBERY,CLUB DE BARRIO,club_de_barrio,Jorge Newbery,UNICA,Irigoyen 2050,4642-4859,jnfutsal@gmail.com,Jorge Newbery Futsal,www.jnfutsal.blogspot.com.ar,"Gimnasia artistica, fútbol, padel, patin, gimnasia ritmica, baby, futsal, clases de folklore, taekwondo. Actividades culturales.","canchas de baby, canchas de padel, salones",IRIGOYEN,2050,IRIGOYEN 2050,Villa Real,Comuna 10,-58.524340,-34.622389
38,JOSE HERNANDEZ,CLUB DE BARRIO,club_de_barrio,Jose Hernandez,UNICA,Bragado 5950,4635-2323,asocjosehernandez@hotmail.com,JOSE HERNANDEZ,,"patin, voley, gimnasia, gimnasia deportiva, artes marciales, danza, ajedrez, yoga, gimnasia artística, danza jazz","gimnasios, canchas, salon, biblioteca, natatorio",BRAGADO,5950,BRAGADO 5950,Mataderos,Comuna 9,-58.502739,-34.653441
70,JOVENES DEPORTISTAS - ASOCIACION CIVIL GENERAL SAVIO,CLUB DE BARRIO,club_de_barrio,Jovenes Deportistas - Asociacion Civil General Savio,UNICA,Soldado de la Frontera 5236,4605-0701,jovenesdeportistas1994@gmail.com,JOVENES DEPORTISTAS,,"Fútbol 11, patin, gimnasia modeladora, localizada, aeróbica, danza arabe, hockey, baby, fútbol femenino, axe, musculacion, artes marciales, kick boxing, muai tai, boxeo.",biblioteca - canchas - salon,SOLDADO DE LA FRONTERA AV.,5236,SOLDADO DE LA FRONTERA AV. 5236,Villa Lugano,Comuna 8,-58.463207,-34.685475
107,JUVENTUD DE LA NUEVA ERA,CLUB DE BARRIO,club_de_barrio,Juventud De La Nueva Era,UNICA,Gral. J. J. Valle 2972,4911-9022,,ASOCIACION CULTURAL Y DEPORTIVA JUVENTUD DE LA NUEVA ERA,,"baby fútbol, taekwondo y voley",cancha,"VALLE, J.J., GRAL. DIV.",2972,"VALLE, J.J., GRAL. DIV. 2972",Nueva Pompeya,Comuna 4,-58.421568,-34.650762
